Name,X062918.Healthy.ppLN.cDC1,X062918.PanIN.ppLN.cDC1,X062918.Tumor.ppLN.cDC1,X070618.Tumor.ppLN.cDC1,X071618.Tumor.ppLN.cDC1,X071718.PanIN.ppLN.cDC1,X072618.PanIN.ppLN.cDC1,X073018.Healthy.ppLN.cDC1,X080618.Healthy.ppLN.cDC1
ENSMUST00000193812,0,0,0,0,0,0,0.047816,0,0
ENSMUST00000082908,0,0,0,0,0,0,0,0,0
ENSMUST00000162897,0.283447,0.409345,0.342683,0.044292,0.313894,0.217915,0.115313,0.157739,0.304286
ENSMUST00000159265,0.258256,0.245953,0,0.320983,0.131977,0.199931,0.079047,0.41021,1.505874
ENSMUST00000070533,1.012332,0.468223,0.346748,0.246245,0.237848,0.283417,0.330986,0.160674,1.256714
ENSMUST00000192857,0,0,0.569484,0.489612,0,0,0.195905,0,0.431199
ENSMUST00000195335,0.404306,0.347923,0.016732,0.086872,0.270991,0.269375,0.185569,0.171268,0.992499
ENSMUST00000192336,0.199625,0.211117,0.187146,0.079843,0.32037,0.181996,0.152349,0.186494,0.820967
ENSMUST00000194099,0.312459,0.066242,0.15503,0.108809,0.019381,0.04263,0.035857,0.007872,0.066929
ENSMUST00000161581,3.510505,0,0,0,0,0,0,0,0
ENSMUST00000192973,0.342399,0.118104,0.05579,0.108389,0.054391,0.048412,0.12204,0,0.025659
ENSMUST00000192183,0.28385,0.280308,0,0,0.292309,0.532257,0.255548,0,0.628519
ENSMUST00000195166,0.477257,0.484243,0.247173,0.517181,0.32744,0.541695,0.519163,0.26177,1.632763
ENSMUST00000192692,0.342943,0.454223,0.146208,0.009444,0.180922,0.363935,0.155989,0.076926,1.007025
ENSMUST00000193244,0,0,0,0,0,0,0.013855,0,0
ENSMUST00000194454,0,0,0,0.051605,0.050896,0.027497,0,0.03223,0.142441
ENSMUST00000157708,0,0,0,0,0,0,0,0,0
ENSMUST00000194643,0,0,0,0,0,0,0,0.635257,0
ENSMUST00000192427,0.856503,1.242858,0.408082,1.336258,1.777555,2.24551,0.930312,0.511682,0.850078
ENSMUST00000208660,0,0,0,0,0,0,0,0,0
ENSMUST00000195384,0,0,0,0,0,0,0,0,0
ENSMUST00000208793,0,0,0,0,0,0,0,0,0
ENSMUST00000194992,0,0,0,0,0,0,0,0,0
ENSMUST00000027032,0,0,0,0,0,0,0,0,0
ENSMUST00000194382,0,0.079041,0,0.011181,0,0.035376,0,0,0
ENSMUST00000027035,0,0,0,0.00711,0,0.050674,0,0,0
ENSMUST00000195555,0,0.066646,0.07985,0,0,0,0.083481,0.061279,0
ENSMUST00000192650,0,0,0,0,0,0,0,0,0
ENSMUST00000116652,0.037177,0,0,0.029175,0,0,0,0,0
ENSMUST00000192505,0.119815,0,0,0,0.039716,0,0,0,0.220683
ENSMUST00000191647,0,0,0,0,0,0.317723,0,0,0
ENSMUST00000191939,0,0,0,0,0,0,0.083103,0.023296,0
ENSMUST00000192913,0,0,0,0,0,0,0,0,0.051877
ENSMUST00000193450,0,0.024108,0,0,0,0,0,0,0.002414
ENSMUST00000194935,0.276526,0,0,0,0,0,0,0,0
ENSMUST00000195361,0,0,0,0,0,0,0,0,0
ENSMUST00000180019,0,0,0,0,0,0,0,0,0
ENSMUST00000193889,0,0,0,0,0,0,0,0,0
ENSMUST00000195771,0.176884,0.112532,0.059336,0.034022,0,0.728168,0.165941,0.020418,0.0094
ENSMUST00000192738,0,0,0,0,0,0,0,0,0
ENSMUST00000182774,0,0,0,0.041476,0.024,0.012006,0,0,0.008915
ENSMUST00000193443,0,0,0,0,0,0,0,0,0
ENSMUST00000157375,0,0,0,0,0,0,0,0,0
ENSMUST00000195671,0,0,0.072515,0,0,0.263606,0,0,0
ENSMUST00000193658,0.198796,0.075772,0.4625,0,0,0.218159,0.044509,0.038312,0
ENSMUST00000130201,1.219584,1.878656,1.375977,0.76093,0.960772,1.290364,1.549185,2.024386,1.01223
ENSMUST00000156816,0.104286,0.347717,0.075295,0.134682,0.29182,0.386495,0.436883,0.348014,0.507253
ENSMUST00000045689,9.56783,14.855355,11.068262,19.180327,11.167725,16.39138,14.432505,21.99112,8.52392
ENSMUST00000115538,12.875396,17.991777,15.187969,18.486013,12.977644,16.352373,19.029824,18.000982,10.665162
ENSMUST00000195445,4.484454,5.037187,3.249975,5.74611,6.643518,3.92275,3.272064,4.229768,10.890101
ENSMUST00000192286,0.183754,0.364225,0.464664,0.285369,0.48558,0.739804,0.537664,0.1837,0.275622
ENSMUST00000146665,0.593835,0.921891,0.691194,0.982358,1.127974,0.331099,1.548977,0.847563,0.309492
ENSMUST00000132625,0,0.644162,0,0,0.749641,0,0,0,0
ENSMUST00000134384,0,0,0,0,0.405738,0,0.176164,0.021488,0.063447
ENSMUST00000027036,13.157387,17.385328,12.665175,16.193155,19.168916,18.047961,17.939187,18.315434,13.043368
ENSMUST00000150971,1.977063,0.642844,0,0,0,1.545913,1.123927,1.409031,0
ENSMUST00000155020,0,0.105599,0,0,0,1.731353,0,0,0
ENSMUST00000119612,0,0,0,0,0,0,0,0,3.749131
ENSMUST00000137887,0,0,0,0,0,0,0,0,2.850683
ENSMUST00000115529,4.381887,0,0.896894,1.241245,0.180222,6.89375,5.710244,13.205655,1.427431
ENSMUST00000131119,0,0,0,0,0,0.227967,0.309886,11.969954,0
ENSMUST00000141278,0.191225,0.272896,0.235441,0.177928,0.361883,0.568092,0.646802,0.031317,0.318701
ENSMUST00000081551,32.173121,38.113017,27.811579,31.80338,37.651342,39.419939,42.337515,46.293213,26.789416
ENSMUST00000165720,0.955291,0.695626,0.506465,1.198263,0.225945,0.43025,1.323505,0.797968,0.988842
ENSMUST00000078030,0,0,0,0,0,0.986525,0.708603,0,0
ENSMUST00000194052,0.579431,0.494191,0,0.422604,0.043475,0.448538,0.200294,0.226586,0.700034
ENSMUST00000002533,0.460797,0.354568,0,0.252782,0,0.567226,0.470111,0.209891,1.454808
ENSMUST00000118000,0,0.202442,0.040195,0,0.25549,0,0,0,0
ENSMUST00000119256,0,0,0,0,0.467576,0.039347,0,0,0.667187
ENSMUST00000170566,0.60765,0,0,0.189608,0,0,0,0,0
ENSMUST00000147158,0,0,0.321568,0,0,0,0,0,0
ENSMUST00000156289,0,0,0.020974,0,0.058048,0,0.11136,0,0
ENSMUST00000168963,0,1.514996,0,0,0,0,0,0,0
ENSMUST00000194114,0.050999,0.043893,0.006849,0,0,0.072571,0.024735,0,0
ENSMUST00000144339,0.301492,0.216531,0.28735,0.186651,0.093774,0.242614,0.334381,0.122863,0.731861
ENSMUST00000133521,0,0,0,0,0,0,0,0,0
ENSMUST00000169520,0,0.082916,0.074227,0,0,0,0.015468,0,0
ENSMUST00000192847,0,0,1.195418,0,0,0,0,0.326829,0
ENSMUST00000044369,12.965683,15.527156,7.020279,10.029872,13.113627,15.923082,20.965458,11.994363,5.528455
ENSMUST00000194676,0.777089,0.259046,0.048587,0.029209,0.023123,0.634736,0.768447,0.396732,0.583206
ENSMUST00000194301,0.25525,0.329234,0.263178,0.296513,0.140637,0.286899,0.337745,0.095222,0.308142
ENSMUST00000194978,0.06108,0.129003,0.119209,0,0.195526,0.429337,0.405586,0,0.492159
ENSMUST00000192029,0,0,0,0,0,2.012404,0,0,0
ENSMUST00000192698,11.776063,14.773491,19.089746,17.639124,19.870537,13.116667,13.282143,19.513411,16.833864
ENSMUST00000192142,0.304884,0.010424,0.052588,0.096214,0.185886,0.126133,0.064655,0.143572,0.123565
ENSMUST00000193351,0,0,0,0,0,0,0,0,0
ENSMUST00000193241,4.026401,4.056767,1.986913,3.142683,5.062,5.553523,5.01368,3.058861,3.994317
ENSMUST00000194850,0.046792,0.109841,0.176409,0.025905,0.07228,0.332164,0.079095,0.015426,0.317545
ENSMUST00000192685,0.125894,0,0.009666,0.087513,0,0.109794,0,0.054689,0.205875
ENSMUST00000160777,0.040616,0.067948,0,0.004183,0.004686,0.040935,0.046295,0,0.370425
ENSMUST00000027038,0,0,0,0,0,0,0,0.071789,0
ENSMUST00000160339,0,0.057087,0.089622,0,0,0.124653,0,0,0
ENSMUST00000159083,0,0,0,0.063697,0.072735,0.023502,0.030235,0.036456,0.095346
ENSMUST00000193797,0,0,0,0,0,0,0,0,0
ENSMUST00000175274,10.23522,66.717701,0,0,0,83.81954,34.031877,0,65.299262
ENSMUST00000193807,0.140945,0.479741,0.069689,0.136853,0.13467,0.13211,0.191876,0.044516,0.092385
ENSMUST00000044180,0.009358,0.028398,0.024033,0.023978,0.128096,0.019965,0.049331,0.003779,0.047071
ENSMUST00000191956,0,0,0,0,0,0,0,0,0
ENSMUST00000159906,0,0,0.170185,0.47698,0.441609,0.652212,0,0,2.372794
ENSMUST00000160871,1.694071,0,0.68338,0,0,1.101153,1.554256,0,0
ENSMUST00000191825,0.20682,0.151004,0.135665,0.095606,0.170251,0.338873,0.214424,0.059046,0.530642
ENSMUST00000159618,0.48662,0,0,0,0,0,0.483072,1.147308,0
ENSMUST00000097832,0,0,0,0,0,0,0,0,0
ENSMUST00000027040,0.359442,0.430297,0.059466,0.211116,0.235581,0.686686,0.484504,0.488083,0.020053
ENSMUST00000162210,0.301866,0.188655,0.064437,0.058684,0,0.092495,0.081545,0.550119,0.499073
ENSMUST00000160062,0,0,0,0,0,0,0,0,0
ENSMUST00000162795,2.386969,2.061084,0.995109,0.385212,0.864951,2.097046,2.058497,2.16833,2.844155
ENSMUST00000161327,1.210109,1.439505,0.843353,0.802935,1.702786,2.678715,2.398273,1.531165,2.256474
ENSMUST00000159802,0.125784,0.352893,0.113641,0.111333,0.227794,0.381189,0.629521,0.29632,0.345382
ENSMUST00000162257,3.693589,3.840772,2.774601,2.25625,4.012078,3.498988,3.749152,3.15929,3.335052
ENSMUST00000159206,3.646089,4.729098,4.770141,0.909884,2.648593,3.13195,4.520287,0.455233,1.10312
ENSMUST00000159661,0,0,2.931768,0,0,0,1.041797,0,0
ENSMUST00000161183,0,4.582976,1.669404,0,2.850027,3.684462,4.413007,0.275504,3.738429
ENSMUST00000159349,0,0,0.23691,2.641302,2.344773,1.379362,0,0.498244,0.064345
ENSMUST00000159530,2.734591,3.104421,0.542307,1.799622,2.51969,2.748703,2.402974,0.459734,0
ENSMUST00000162418,0.576724,0.727361,0.594395,0.481182,0.792844,1.293544,1.22323,0.143312,0.590113
ENSMUST00000159656,1.523495,1.670728,2.159635,2.013141,2.100936,1.4232,0,0.718452,0.648374
ENSMUST00000133144,0,0,0,0,0,0,0,0,0.285243
ENSMUST00000193588,0,0,0,0,0,0,0,0,0
ENSMUST00000192950,0,0,0,0,0,0,0,0,0
ENSMUST00000194240,0.019331,0,0.01767,0.033985,0,0,0,0,0.056232
ENSMUST00000140079,0,0,0,0,0,0,0,0,0
ENSMUST00000131494,0,0,0,0,0,0.418805,0.163545,0,0
ENSMUST00000043578,0,0,0,0,0,0,0,0,0
ENSMUST00000139756,0,0,0,0,0.406145,0,0,0,0
ENSMUST00000131467,0,0.287262,0,0,0,0,0.238562,0,0
ENSMUST00000150761,0,0,0,0,0,0,0,0,0.137154
ENSMUST00000151281,0,0,0,0.139784,0,0,0,0,0.363369
ENSMUST00000139838,0.662559,0.376495,0,0,0.19147,0,0.093505,0.297097,0
ENSMUST00000163727,0.22533,0.245257,0.189473,0.028795,0.115953,0,0,0.170883,0.552538
ENSMUST00000132207,0,0.500532,0.094295,0,0,0.221951,0.276043,0,0.594964
ENSMUST00000142304,0.264968,0,0.267393,0.389786,0,0,0,0,1.178231
ENSMUST00000151015,0.36615,1.341789,0,0,0,0,0.387992,0,0
ENSMUST00000130338,0.382725,0,0,0,0.464759,0,0,0,0
ENSMUST00000195780,0.084243,0.041797,0.015623,0.12077,0.042627,0.062658,0.059727,0.034483,0.451339
ENSMUST00000194393,0,0,0,0,0,0,0,0,0
ENSMUST00000194605,0.218305,0.042043,0.346199,0.649231,0.331075,0.138443,0,0.033869,0.757736
ENSMUST00000191703,0,0,0,0,0,0,0,0,0
ENSMUST00000193423,0,0,0,0,0,0,0,0,0
ENSMUST00000191883,0,0,0,0,0,0,0,0,0
ENSMUST00000195648,0,0,0,0,0,0,0,0,0
ENSMUST00000061280,4.616952,4.169794,3.500073,2.249433,3.20876,3.894623,4.515476,3.332825,5.057438
ENSMUST00000182114,0,0,0,0,0,0,0,0.131794,0
ENSMUST00000182306,1.373165,1.399584,0.71688,0,0,0,0.988301,0,2.599137
ENSMUST00000182823,0,1.224317,0.588899,0.858056,3.458342,2.69524,2.297983,0.921038,0
ENSMUST00000182051,0.895727,0.112628,0.085695,0.162087,0,0,0,0,0.713974
ENSMUST00000182675,0,0,0,0,0,0,0.902563,0.412867,0
ENSMUST00000194854,0.503097,0.323392,0.409886,0.233207,0.172904,0.632718,0.7978,0.275466,0.738239
ENSMUST00000182388,1.155678,1.531287,0.732377,0.881906,0.361094,2.480246,0.98135,0.054877,0.029854
ENSMUST00000182892,0.915323,1.481195,1.01906,0.892771,2.090086,1.739895,1.732728,0.055612,0.628598
ENSMUST00000183204,1.167671,0.199393,0.445555,0.925479,0,0.616343,0.186834,0.878885,0
ENSMUST00000029124,0,0,0,0,0.094835,0,0,0,0.130895
ENSMUST00000195269,0,0,0,0,0,0,0,0,0
ENSMUST00000104056,0,0,0,0,0,0,0,0,0
ENSMUST00000192649,0,0,0,0,0,0,0,0,0
ENSMUST00000181554,0.368565,0.135648,0.200352,0.333929,0.034031,0.129992,0.13677,0.152454,1.217951
ENSMUST00000193106,0,0,0,0,0,0,3.918093,0,0
ENSMUST00000193732,0,0,0.483369,0,0,0,0,0,0
ENSMUST00000193428,0.047716,0.055096,0,0,0,0.07183,0.007535,0,0.126492
ENSMUST00000193998,0,0,0,0,0,0,0,0,0
ENSMUST00000194886,0.190223,0.316944,0.338309,0.472648,0.3817,0.197088,0.180771,0.214061,0.042949
ENSMUST00000195081,0,0,0,0,0,0,0,0,0
ENSMUST00000194219,0,0,0,0,0,0,0,0,0
ENSMUST00000194305,0,0,0,0,0,0,0,0,0.009538
ENSMUST00000194872,0,0,0,0,0,0,0,0,0
ENSMUST00000132064,0,0,0,0,0,0,0,0,0
ENSMUST00000191683,0,0,0.27295,0,0,0,0,0,0.408071
ENSMUST00000140295,0.149366,0.203775,0,0,0.028388,0,0.080126,0,0
ENSMUST00000140302,0.136847,0,0.103904,0,0,0,0,0,0.314061
ENSMUST00000115484,0,0,0,0,0,0,0,0.306934,0
ENSMUST00000135046,0.746615,0.964327,1.046269,0.883829,0.583214,0,0.378302,0,0
ENSMUST00000115488,0.641716,0.503941,0,0.260291,0.581679,0.651623,0.237742,0.36548,1.157277
ENSMUST00000192338,0.421988,0.219596,0.172566,0.060489,0.270422,0.466921,0.247516,0.017514,0.599354
ENSMUST00000140995,0,0.138101,0,0,0,0,0,0,0
ENSMUST00000194602,0.101151,0.08206,0.004191,0.016243,0.035243,0.052859,0.033678,0,0.031081
ENSMUST00000103887,0,39.137405,2.7673,0,0,0,0,0,0
ENSMUST00000193281,0,0,0.016684,0,0,0,0.066954,0.19047,0.064418
ENSMUST00000144593,0.218745,0.092453,0,0.23778,0.047326,0.038516,0.01146,0,0.147697
ENSMUST00000134075,0.125567,0.257658,0.054028,0.036174,0.280187,0.332419,0.178465,0.40848,0.653929
ENSMUST00000119877,169.910602,147.936717,209.907328,298.173414,134.275517,112.105164,200.820503,156.258091,45.405778
ENSMUST00000191876,0,3.523161,8.233347,34.411429,0,1.885397,1.677539,0,1.397279
ENSMUST00000102181,0,0,0,0,0,0,0,0,0
ENSMUST00000151704,0,0,0,0,0,0,0,0,0
ENSMUST00000192115,0,0,0,0,0,0,0,0,0
ENSMUST00000194098,0.076382,0.161668,0.172163,0.113546,0.108347,0.171312,0.173882,0,0.14136
ENSMUST00000126083,0,0,0,0.284991,0,0,0,0,0.922851
ENSMUST00000085919,0.478847,0.511677,0,0,1.214356,0.050163,0,0.138991,0.047815
ENSMUST00000193635,0.20281,0.433421,0.2352,0,0.029291,0.066736,0,0.321254,0.37322
ENSMUST00000195333,0.062218,0,0.523925,0,0,0.067452,0,0,0
ENSMUST00000195180,0.041975,0.041719,0.056657,0.034919,0,0,0.040187,0,0.098053
ENSMUST00000040649,0,0.027556,0,0,0,0.029378,0.025345,0,0.010246
ENSMUST00000192026,0,0,0,0,0,0,0,0,0
ENSMUST00000195217,0,0.065368,0,0,0,0,0,0,0
ENSMUST00000083691,0,0,0,0,0,0,0,0,0
ENSMUST00000192792,0,0.135215,0,0,0,0,0,0,0.14166
ENSMUST00000072079,4.491385,5.703598,2.927131,4.46266,5.358999,5.704973,7.097058,7.009813,4.137507
ENSMUST00000144177,0,0.096478,0.071178,0,0,0.034779,0,0,0.157247
ENSMUST00000027044,0.315449,0,0,0,0,0,0.18165,0.195767,0.353467
ENSMUST00000130927,0,0,0,0.377165,0,0,0,0,0
ENSMUST00000186467,0.295685,1.281656,0,0,0.075014,0,0.395218,0.727292,1.121451
ENSMUST00000190654,0,0.073905,0,0,0,0.146611,0,0.16376,0
ENSMUST00000115480,0.211479,0.05777,0,0,0.209069,0.029376,0.051258,0.119068,0
ENSMUST00000145176,0,0,0,0,0,0,0.18783,0,0.21288
ENSMUST00000121942,0.10937,0.097773,0.128449,1.217346,0,0.722056,0.280106,0.448606,0.701331
ENSMUST00000148585,0.041656,0.005455,0,0,0,0,0.056828,0,0.03518
ENSMUST00000153239,0,0,0,0,0,0,0,0,0
ENSMUST00000088666,2.963995,2.244528,1.248226,0.947588,1.040788,1.322515,1.134528,1.446827,6.362071
ENSMUST00000148310,1.074452,0.575472,0,0,0,0.586648,0,0,0
ENSMUST00000191209,0,0,0,0,0,0.038878,0,0,0
ENSMUST00000088658,0.193869,0.289938,0.1922,0.350497,0.198348,0.527883,0.786254,0.598805,0.32819
ENSMUST00000115468,0,0,0,0,0,0.153254,0,0.232274,0
ENSMUST00000160022,0.119105,0,0,0,0,0,0.277033,0,0
ENSMUST00000160451,0,0,0.364033,0,0,0,0.57246,0.567112,0.017981
ENSMUST00000188212,0,0,0,0,0.190751,0,0.341394,0,0
ENSMUST00000057438,4.73431,5.027039,2.615666,3.911945,4.623191,8.321076,8.577958,5.961198,4.350087
ENSMUST00000181821,0,0,0,0,0,0,0.059448,0,0
ENSMUST00000181358,0,0,0,0.246866,0,0,0,0,0
ENSMUST00000191287,0.407002,0.07069,0,0.158971,0,0.343839,0,0.148559,0
ENSMUST00000189431,0,0,0,0.288057,0.677152,0,0,0,0
ENSMUST00000207445,0.120086,0.441595,0.842322,0.616451,0.830076,0.916686,0.338702,0,0.739134
ENSMUST00000209020,0,0,0,0,0,0,0.577668,0,0.238403
ENSMUST00000189322,0.818039,0,0.176515,0.986351,0.953133,0.994666,0.213441,0,0
ENSMUST00000166384,0.806309,0.294906,0,1.517638,1.629981,1.654786,2.635269,2.476178,0.702926
ENSMUST00000188782,0,2.195768,1.405587,0,0,0.121351,0,0,0
ENSMUST00000168907,6.95946,6.009767,2.959217,3.748132,11.715007,10.260423,11.121681,9.85885,5.093864
ENSMUST00000188625,0.125325,0.143306,0.115287,0.181584,0.326656,0.410885,0.278957,0.025004,0.425434
ENSMUST00000188738,0,0,0,0,0,0.618905,0.991478,0,0
ENSMUST00000188298,0,1.860618,1.554643,1.366562,0.141695,1.237567,2.190047,2.426799,2.051304
ENSMUST00000063059,0.269998,0,0,0,0,0,0,0.239743,1.150646
ENSMUST00000158291,0,0,0,0,0,25.294326,0,0,0
ENSMUST00000171265,0,0,3.451246,8.081549,0,2.003897,0.503075,0,0
ENSMUST00000188830,0.477583,0,1.433246,0.069542,0.642619,0,1.151451,0,0.091432
ENSMUST00000189050,0.912544,0.083446,0,0,0,0,1.236071,3.048,0.077091
ENSMUST00000097826,4.646481,4.706444,0,0,2.395062,5.353565,6.074714,11.768888,1.470485
ENSMUST00000191338,0.285389,0.899579,0.323565,0.5427,0.704224,1.220076,1.080511,0.303757,0.308784
ENSMUST00000188486,0.408432,1.205882,0.616347,0.831548,0.853851,2.578671,1.669485,0.399958,0.992867
ENSMUST00000052843,0.035364,0.120251,0,0,0.161454,0.330175,0.04052,0,0.021328
ENSMUST00000171802,0,0,0.134346,0,0.112864,0.060034,0,0,0
ENSMUST00000125294,0,0.068352,0,0,0,0,0,0,0
ENSMUST00000140948,0.157736,0.006769,0.114199,0,0,0,0.028415,0,0.110744
ENSMUST00000118098,0.232524,0,0.247873,0.181313,0,0.019823,0.316947,0.147813,0.218245
ENSMUST00000183059,0.993744,0.626619,1.610705,0.742243,0.799401,0.119859,1.26303,0.352875,3.926828
ENSMUST00000182580,16.667339,23.77655,23.107542,29.427491,24.314097,18.455704,26.318578,28.117847,18.956457
ENSMUST00000182819,1.619866,2.383265,3.102672,1.280001,0.577068,5.423776,5.121787,0.03942,2.379581
ENSMUST00000182043,0,0,0,0,0,0,0,0,0.155202
ENSMUST00000182498,0.889491,0,2.949639,1.303033,0.594253,5.72706,6.863932,0,0
ENSMUST00000182742,9.563404,13.662795,17.795366,14.606859,16.292649,16.94831,13.498125,15.175225,8.377492
ENSMUST00000175437,0,0,2.976846,42.229027,0,37.94149,15.019356,12.433565,54.23672
ENSMUST00000185184,0.007695,0.020257,0,0,0,0.066396,0.056638,0,0
ENSMUST00000097824,0.07267,0,0.075284,0,0.024129,0,0.062902,0,0
ENSMUST00000192299,0,0,0,0,0,0,0,0,0
ENSMUST00000147000,0,0,0,0.540532,0,0,0,0,0
ENSMUST00000124874,0,0,0,0,0,0,0,0,0
ENSMUST00000027049,0.111473,0,0,0,0,0,0,0,0
ENSMUST00000130102,0,0,0,0,0,0,0,0,0
ENSMUST00000176398,0,0,0.03324,0,0,0,0,0.655557,0
ENSMUST00000134692,0,0,0,0,0,0,0,0,0
ENSMUST00000155163,0,0,0,0,0,0,0,0,0
ENSMUST00000179194,0,0,0,0,0,0,0,0,0
ENSMUST00000027050,8.091258,9.447802,10.342707,9.264761,7.490463,7.733668,11.20341,14.088947,7.543392
ENSMUST00000190155,12.225392,19.234564,23.542767,24.700465,25.921927,19.835522,20.232944,16.122619,12.799307
ENSMUST00000186528,14.691488,16.020152,10.206113,16.052158,15.833666,20.06755,21.237284,20.088916,13.050862
ENSMUST00000188619,0.376289,0,0,0,0,0.630399,0.733889,0.7366,0
ENSMUST00000139578,0.644081,1.073676,0.47083,0.508499,2.168911,1.612411,2.797721,0.191684,0.327901
ENSMUST00000150509,0.047604,0,0,0,0.507038,0.43155,0.922132,0.335863,0
ENSMUST00000191296,0.444843,0.101647,0,0.031594,0.048089,0.970628,0.832311,0.042985,1.042711
ENSMUST00000190610,0,0.155853,0.093245,0,0.104113,0.031741,0.147232,0,0.194825
ENSMUST00000191012,0,0,0.14856,0,0,0,0,0,0
ENSMUST00000071087,1.188523,2.139447,1.499881,1.329471,2.496713,3.150951,3.014094,1.765047,1.263099
ENSMUST00000143606,0.23954,0.297441,0.243185,0.255117,0.057676,0.257264,0.365715,0.124573,0.503039
ENSMUST00000191360,0,0,0.366591,0,0,0,0,0,0
ENSMUST00000117415,0,0,0,0,0,0,0,0.886896,0
ENSMUST00000191521,0,0,0,0,0,0,0,0,0
ENSMUST00000118263,0,0,0,0.492251,0.179458,0,0.283827,0.014443,0.039388
ENSMUST00000122156,0.55752,0.484546,0.399688,0.059992,0.125865,0.501391,0.743097,0,0.242323
ENSMUST00000190063,0,0,0,0,0,0.709208,0,0,0
ENSMUST00000119714,0,0,0,0,0,0,0,0,0
ENSMUST00000134716,0,0,0,0,0,0.124738,0,0,0
ENSMUST00000155974,0,0,0,0,0,0,1.437146,0,0
ENSMUST00000186294,0.203362,0,0,0,0,0.109715,0.028459,0,0
ENSMUST00000149214,0,0,0,0.580356,0,0,0,0,0
ENSMUST00000194474,0.059121,0.177533,0.06524,0,0,0.425161,0,0,0
ENSMUST00000190318,0.563657,0.384812,0.250515,0.250887,0.287287,0.532159,0.684121,0.146533,0.703204
ENSMUST00000188249,0,0.139247,0,0,0,0,0.427381,0,0
ENSMUST00000153804,0,0.629488,0,0,0,0.419917,0.461517,0,1.010666
ENSMUST00000188449,1.33413,0,0,0,0,1.523448,0.978628,1.966589,0
ENSMUST00000123261,0.262796,0,0,0,0.438421,0,0.093843,0,0.803612
ENSMUST00000185422,0,1.507508,0,0,0,0,2.528313,0.282908,0.073551
ENSMUST00000190625,0,8.765619,0.993499,1.830757,4.112368,5.878935,9.585369,2.09762,0
ENSMUST00000187226,0.861904,2.347229,0.462031,0.803971,1.59969,1.342477,1.891766,1.384759,0
ENSMUST00000136283,0.082954,0.277372,0.140878,0.141799,0.275845,0.382057,0.76023,0.022954,0.437961
ENSMUST00000128164,0.917713,0.512853,0.098062,1.037806,1.389226,1.365944,0.930755,0.129148,0.040648
ENSMUST00000136898,0.431652,1.75577,0.443376,0.566836,0,0.410741,0.514815,0,0.111041
ENSMUST00000148663,3.316601,3.537706,4.586695,5.297839,7.523536,6.177527,5.415322,1.652987,2.144264
ENSMUST00000088615,8.836664,10.312252,6.336478,7.349127,9.022875,14.314713,14.674914,11.847018,7.204364
ENSMUST00000187417,16.34627,10.133924,11.56017,16.92092,18.507725,19.52272,27.665006,11.852498,7.039993
ENSMUST00000142497,1.3641,4.714088,0,0.534402,1.996582,4.457907,5.427296,0,0.614632
ENSMUST00000156563,0.205223,0.151684,0.072729,0.125524,0.257637,0.473842,0.255879,0.13798,0.390672
ENSMUST00000128834,1.494591,2.519942,0.192856,0.501172,0.488875,1.805263,2.287795,0.128461,0.193028
ENSMUST00000157528,0,6.446161,0.700434,0,2.859347,0,0,0,6.927715
ENSMUST00000131556,0.016556,0.115533,0.051554,0.019297,0.245973,0,0.014175,0,0.018204
ENSMUST00000192111,0.286042,0.322473,0.203857,0,0.178724,0.460054,0.222332,0,0.269448
ENSMUST00000186813,0,0.022724,0.134182,0.101709,0.074405,0.486622,0.19495,0.137823,0
ENSMUST00000186720,1.079694,0,0,0,0.671316,0,0.727899,1.285714,2.204736
ENSMUST00000153695,0.012158,0,0.056299,0,0,0,0.046153,0,0
ENSMUST00000035577,0,0.033603,0,0,0,0,0,0,0
ENSMUST00000194845,0.409685,0.331548,0.257004,0.409771,0.153485,0.359127,0.356011,0.127901,0.726697
ENSMUST00000147575,0.495771,0.713154,0.26709,0.324612,0.388149,0.315507,0.326302,0.136101,1.023002
ENSMUST00000118350,0.047496,0.078995,0.071854,0.058225,0.016074,0.034689,0.043476,0.013121,0.439382
ENSMUST00000179958,0,0,0,0,32.405928,0,0,0,0
ENSMUST00000140938,0,0,0,0,0,0,0,0,0
ENSMUST00000119252,0,0,0,0,0,0,0,0,0
ENSMUST00000192705,0,0,0,0,0,0,0,0,0
ENSMUST00000189483,0,0,0,0,0,0,0,0,0
ENSMUST00000188013,0.029414,0,0,0,0,0,0.027403,0,0
ENSMUST00000157960,0,0,0,0,0,0,0,0,0
ENSMUST00000027056,0.66036,0.637374,0.350682,0.273972,0.297672,0.475305,0.353874,0.250067,1.134367
ENSMUST00000190935,0.049533,0.028966,0.061375,0.061425,0.006492,0.074444,0.116044,0.02277,0.190441
ENSMUST00000189822,0.193087,0.367298,0.37793,0.292646,0,0.538614,0,0.492576,0.887665
ENSMUST00000104130,0,0,0,9.008859,6.481186,16.862884,0,0,0
ENSMUST00000187694,0,0.026298,0,0,0.038556,0,0,0.00729,0.006355
ENSMUST00000187404,0,0.043209,0.364806,0,0,0,0.121929,0,0.034442
ENSMUST00000188189,0,0,0,0,0,0,1.000044,0,0
ENSMUST00000187745,0.399826,0,0.205966,0,0,0,0,0,0
ENSMUST00000189385,0,0,0,0,0,0,0,0,0
ENSMUST00000188154,0,0.385918,0.32465,0,0,0,0,0,0
ENSMUST00000193623,0.237691,0.331307,0.183112,0.132305,0.304492,0.415759,0.242272,0.012269,0.602822
