Name,X062918.Healthy.ppLN.cDC1,X062918.PanIN.ppLN.cDC1,X062918.Tumor.ppLN.cDC1,X070618.Tumor.ppLN.cDC1,X071618.Tumor.ppLN.cDC1,X071718.PanIN.ppLN.cDC1,X072618.PanIN.ppLN.cDC1,X073018.Healthy.ppLN.cDC1,X080618.Healthy.ppLN.cDC1
ENSMUST00000128181,0,0.823945,0,0,8.527876,6.212642,7.904924,1.308796,1.573923
ENSMUST00000152768,0.719582,0.717453,0,0,0,3.390212,0.190759,0.852076,0.310855
ENSMUST00000123375,0.161775,0,0,0.450614,1.230418,0.474597,0.973949,0,0.072973
ENSMUST00000141996,19.400131,20.654117,19.663207,13.797905,37.160248,30.005401,11.016367,7.625832,12.420298
ENSMUST00000139680,3.015995,2.401361,0.088426,0,4.704974,6.993842,5.386348,0.722146,1.86166
ENSMUST00000137373,1.038373,1.772072,0.502421,2.44621,1.695737,1.325683,2.390855,0.854566,0.217106
ENSMUST00000207965,0,0,0,0,0,0,0,0,0
ENSMUST00000172815,0.055691,0.036973,0.025354,0.236118,0.460579,0.317412,0.19719,0.075115,0.313955
ENSMUST00000014830,0.088595,0.099657,0.072169,0.217331,0.143133,0.262957,0.606427,0.091687,0.235761
ENSMUST00000208198,0,0,0.084375,0.95396,0.83838,0.733807,0.290698,0.042297,0.200851
ENSMUST00000207269,0.53481,0,0.101444,0.09447,0.472398,1.178828,0.505379,0,0.216747
ENSMUST00000052605,0.042082,0.004914,0.01265,0.007291,0,0.036213,0.031808,0,0.011577
ENSMUST00000207134,4.325557,3.427598,2.421548,2.045109,2.158077,4.842368,5.749433,1.999907,5.298054
ENSMUST00000043517,11.170226,15.883085,12.277833,8.891732,19.966883,12.441092,9.473444,1.163599,5.484734
ENSMUST00000159413,3.890908,5.442196,4.223217,2.218097,4.889728,3.469505,7.956325,0.137316,0.833547
ENSMUST00000162324,1.488876,2.860384,0.849299,0.259909,2.313465,2.265393,3.05259,0.073485,0.092768
ENSMUST00000208861,1.060301,1.44042,1.140169,0.924962,1.969626,1.055673,2.859635,0.024093,0.215525
ENSMUST00000160572,0.424169,0.575013,1.639537,1.180668,1.675813,0.954697,0.867515,0.084415,0.457779
ENSMUST00000159261,0.654138,1.44652,1.973054,0.71733,1.054625,0.237158,0.585709,0.212284,0.053345
ENSMUST00000162649,1.295033,0.879492,0.267582,0,5.252012,4.562237,3.638932,0.154544,4.307301
ENSMUST00000208974,0,0.166292,0,0.068154,0.085673,0,0.035093,0.129735,0.027084
ENSMUST00000043440,0,0,0.125976,0,0,0,0,0,0
ENSMUST00000208210,0,0,0.139431,0,0,0.164853,0,0.127684,0
ENSMUST00000207513,0.596305,0.146005,0.382542,0,0,0,0,0,0.012195
ENSMUST00000207343,0,0,0,0,0,0.752853,0,0,0
ENSMUST00000094754,0.02919,0,0,0.023255,0,0,0.027527,0,0.010974
ENSMUST00000094753,0,0.006051,0,0.03151,0,0.103827,0,0,0.004733
ENSMUST00000207248,0,0,0,0,0,0,0,0,0
ENSMUST00000207805,0.304992,0.80932,0.233478,0,0.158853,0.413306,0.565278,0.785623,2.521932
ENSMUST00000137183,0,0,0,0,0,0,0,0,0
ENSMUST00000073151,0,0,0,0,0,0,0,0,0
ENSMUST00000093641,0,0,0,0,0,0,0,0,0
ENSMUST00000117909,0,0,0,0,0,0,0,0,0
ENSMUST00000207706,0,0,0,0,0,0,0,0,0
ENSMUST00000165330,0,0,0,0,0,0,0,0,0
ENSMUST00000079099,0,0,0,0,0,0,0,0,0
ENSMUST00000098747,0,0,0,0,0,0,0,0,0
ENSMUST00000164526,0,0,0,0,0,0,0,0,0
ENSMUST00000207566,0,0,0,0,0,0,0,0,0
ENSMUST00000168984,0,0,0,0,0,0,0,0,0
ENSMUST00000169774,0,0,0,0,0,0,0,0,0
ENSMUST00000168580,0,0,0,0,0,0,0,0,0
ENSMUST00000208909,0,0,0,0,0,0,0,0,0
ENSMUST00000190145,0,0,0,0,0,0,0,0,0
ENSMUST00000208768,0,0,0,0,0,0,0,0,0
ENSMUST00000207330,0,0,0,0,0,0,0,0,0
ENSMUST00000172989,0,0,0,0,0,0,0,0,0
ENSMUST00000173508,0,0,0,0,0,0,0,0,0
ENSMUST00000105209,0,0,0,0,0,0,0,0,0
ENSMUST00000177815,0,0,0,0,0,0,0,0,0
ENSMUST00000164245,0,0,0,0,0,0,0,0,0
ENSMUST00000098744,0,0,0,0,0,0,0,0,0
ENSMUST00000163461,0,0,0,0,0,0,0,0,0
ENSMUST00000169689,0,0,0,0,0,0,0,0,0
ENSMUST00000173886,0,0,0,0,0,0,0,0,0
ENSMUST00000174364,0,0,0,0,0,0,0,0,0
ENSMUST00000207881,0,0,0,0,0,0,0,0,0
ENSMUST00000207508,0,0,0,0,0,0,0,0,0
ENSMUST00000179079,0,0,0,0,0,0,0,0,0
ENSMUST00000172648,0,0,0,0,0,0,0,0,0
ENSMUST00000179511,0,0,0,0,0,0,0,0,0
ENSMUST00000208750,0,0,0,0,0,0,0,0,0
ENSMUST00000191073,0,0,0,0,0,0,0,0,0
ENSMUST00000179491,0,0,0,0,0,0,0,0,0
ENSMUST00000207908,0,0,0,0,0,0,0,0,0
ENSMUST00000174538,0,0,0,0,0,0,0,0,0
ENSMUST00000168794,0,0,0,0,0,0,0,0,0
ENSMUST00000173723,0,0,0,0,0,0,0,0,0
ENSMUST00000098737,0,0,0,0,0,0,0,0,0
ENSMUST00000169374,0,0,0,0,0,0,0,0,0
ENSMUST00000164288,0,0,0,0,0,0,0,0,0
ENSMUST00000166937,0,0,0,0,0,0,0,0,0
ENSMUST00000172322,0,0,0,0,0,0,0,0,0
ENSMUST00000186039,0,0,0,0,0,0,0,0,0
ENSMUST00000207905,0,0,0,0,0,0,0,0,0
ENSMUST00000164683,0,0,0,0,0,0,0,0,0
ENSMUST00000173130,0,0,0.007953,0,0,0,0,0,0
ENSMUST00000105202,0,0,0,0,0,0,0,0,0
ENSMUST00000173518,0,0,0,0,0,0,0,0,0
ENSMUST00000105197,0,0,0,0,0,0,0,0,0
ENSMUST00000164409,0,0,0,0,0,0,0,0,0
ENSMUST00000166948,0,0,0,0,0,0,0,0,0
ENSMUST00000207539,0,0,0,0,0,0,0,0,0
ENSMUST00000185914,0,0,0,0,0,0,0,0,0
ENSMUST00000208088,0,0,0,0,0,0,0,0,0
ENSMUST00000209157,0,0,0,0,0,0,0,0,0
ENSMUST00000105200,0,0,0,0,0,0,0,0,0
ENSMUST00000098739,0,0,0,0,0,0,0,0,0
ENSMUST00000168398,0,0,0,0,0,0,0,0,0
ENSMUST00000105199,0,0,0,0,0,0,0,0,0
ENSMUST00000169165,0,0,0,0,0,0,0,0,0
ENSMUST00000165961,0,0,0,0,0,0,0,0,0
ENSMUST00000174316,0,0,0,0,0,0,0,0,0
ENSMUST00000208254,0,0,0,0,0,0,0,0,0
ENSMUST00000207192,0,0.140934,0.039743,0,0.066801,0.012748,0,0,0.005567
ENSMUST00000177741,0,0,0,0,0,0,0,0,0
ENSMUST00000208421,0,0,0,0,0,0,0,0,0
ENSMUST00000208901,0,0,0,0,0,0,0,0,0
ENSMUST00000177936,0,0,0,0,0,0,0,0,0
ENSMUST00000179492,0,0,0,0,0,0,0,0,0
ENSMUST00000179390,0,0,0,0,0,0,0,0,0
ENSMUST00000207670,0,0,0,0,0,0,0,0,0
ENSMUST00000190797,0,0,0,0,0,0,0,0,0
ENSMUST00000208112,0,0,0,0,0,0,0,0,0
ENSMUST00000098736,0,0,0,0,0,0,0,0,0
ENSMUST00000186320,0,0,0,0,0,0,0,0,0
ENSMUST00000207258,0,0,0,0,0,0,0,0,0
ENSMUST00000208487,0,0,0,0,0,0,0,0,0
ENSMUST00000172863,0,0,0,0,0,0,0,0,0
ENSMUST00000105196,0,0,0,0,0,0,0,0,0
ENSMUST00000208738,0,0,0,0,0,0,0,0,0
ENSMUST00000170931,0,0,0,0,0,0,0,0,0
ENSMUST00000105195,0,0,0,0,0,0,0,0,0
ENSMUST00000174184,0,0,0,0,0,0,0,0,0
ENSMUST00000208220,0,0,0,0,0,0,0,0,0
ENSMUST00000186212,0.1068,0,0.022295,0,0,0,0.083171,0.050757,0.018624
ENSMUST00000179493,0,0,0,0,0,0,0,0,0
ENSMUST00000207803,0,0,0,0,0,0,0,0,0
ENSMUST00000207909,0,0,0,0,0,0,0,0,0
ENSMUST00000207385,0,0,0,0,0,0,0,0,0
ENSMUST00000207633,0,0,0,0,0,0,0,0,0
ENSMUST00000178209,0,0,0,0,0,0,0,0,0
ENSMUST00000207468,0,0,0,0,0,0,0,0,0
ENSMUST00000173668,0,0,0,0,0,0,0,0,0
ENSMUST00000169697,0,0,0,0,0,0,0,0,0
ENSMUST00000171622,0,0,0,0,0,0,0,0,0
ENSMUST00000208073,0,0,0,0,0,0,0,0,0
ENSMUST00000185826,0,0,0,0,0,0,0,0,0
ENSMUST00000209147,0,0,0,0,0,0,0,0,0
ENSMUST00000207886,0,0,0,0,0,0,0,0,0
ENSMUST00000165916,0,0,0,0,0,0,0,0,0
ENSMUST00000166079,0,0,0,0,0,0,0,0,0
ENSMUST00000168326,0,0,0,0,0,0,0,0,0
ENSMUST00000207407,0,0,0,0,0,0,0,0,0
ENSMUST00000208805,0,0,0,0,0,0,0,0,0
ENSMUST00000207567,0,0,0,0,0,0,0,0,0
ENSMUST00000174838,0,0,0,0,0,0,0,0,0
ENSMUST00000178871,0,0,0,0,0,0,0,0,0
ENSMUST00000208350,0,0,0,0,0,0,0,0,0
ENSMUST00000190554,0,0,0,0,0,0,0,0,0
ENSMUST00000178215,0,0,0,0,0,0,0,0,0
ENSMUST00000174643,0,0,0,0,0,0,0,0,0
ENSMUST00000173144,0,0,0,0,0,0,0,0,0
ENSMUST00000167871,0,0,0,0,0,0,0,0,0
ENSMUST00000207557,0,0,0,0,0,0,0,0,0
ENSMUST00000171745,0,0,0,0,0,0,0,0,0
ENSMUST00000207285,0,0,0,0,0,0,0,0,0
ENSMUST00000188500,0,0,0,0,0,0,0,0,0
ENSMUST00000208850,0,0,0,0,0,0,0,0,0
ENSMUST00000207804,0,0,0,0,0,0,0,0,0
ENSMUST00000174451,0,0,0,0,0,0,0,0,0
ENSMUST00000174431,0,0,0,0,0,0,0,0,0
ENSMUST00000208020,0,0,0,0,0,0,0,0,0
ENSMUST00000207367,0,0,0,0,0,0,0,0,0
ENSMUST00000172677,0,0,0,0,0,0,0,0,0
ENSMUST00000208529,0,0,0,0,0,0,0,0,0
ENSMUST00000191169,0.100794,0,0.28891,0.072308,0,0.273629,0,0,0.006484
ENSMUST00000179072,0,0,0,0,0,0,0,0,0
ENSMUST00000208272,0,0,0,0,0,0,0,0,0
ENSMUST00000076470,0,0,0,0,0,0,0,0,0
ENSMUST00000133392,0,0,0,0,0,0,0,0,0
ENSMUST00000208495,0,0,0,0,0,0,0,0,0
ENSMUST00000086341,0,0,0,0,0,0,0,0,0
ENSMUST00000015866,0,0,0,0,0,0,0,0,0
ENSMUST00000108441,0,0,0,0,0,0,0,0,0
ENSMUST00000133237,0,0,0,0,0,0,0,0,0
ENSMUST00000139661,0,0.017154,0,0,0,0,0,0,0
ENSMUST00000180171,0,0,0,0,0,0,0,0,0
ENSMUST00000207536,0.068611,0,0,0,0,0.139249,0,0,0.003308
ENSMUST00000207724,0,0,0,0,0,0,0,0,0
ENSMUST00000207338,0,0,0,0,0,0,0,0,0
ENSMUST00000172853,0,0,0,0,0,0,0,0,0
ENSMUST00000227713,0.008072,0.008001,0.005879,0.039872,0.056328,0.008934,0.007591,0,0.003167
ENSMUST00000164527,0,0,0,0,0,0,0,0,0
ENSMUST00000207846,0,0,0,0,0,0,0,0,0
ENSMUST00000207604,0,0,0,0,0,0,0,0,0
ENSMUST00000098704,0,0,0,0,0,0,0,0,0
ENSMUST00000226669,0,0,0,0,0,0,0,0,0
ENSMUST00000227547,0.05546,0.036723,0.068044,0.039412,0,0.081953,0,0.144942,0.107629
ENSMUST00000227932,0,0,0,0,0,0,0,0,0
ENSMUST00000228832,0,0,0,0,0,0,0,0,0
ENSMUST00000170290,0,0,0,0,0,0,0,0,0
ENSMUST00000170166,0,0,0,0,0,0,0,0,0
ENSMUST00000226128,0,0,0,0,0,0,0,0,0
ENSMUST00000226321,0,0,0,0,0,0,0,0,0
ENSMUST00000226733,0,0,0,0,0,0,0,0,0
ENSMUST00000226771,0,0,0,0,0,0,0,0,0
ENSMUST00000227386,0,0,0,0,0,0,0,0,0
ENSMUST00000227774,0,0,0,0,0,0,0,0,0
ENSMUST00000227866,0,0,0,0,0,0,0,0,0
ENSMUST00000228228,0,0,0,0,0,0,0,0,0
ENSMUST00000228484,0.017763,0.088176,0.059379,0,0.062105,0.137715,0.155534,0.007343,0.006894
ENSMUST00000228559,0,0,0,0,0,0,0,0,0
ENSMUST00000228674,0,0,0,0,0,0,0,0,0
ENSMUST00000228681,0,0,0,0,0,0,0,0,0
ENSMUST00000078458,0,0,0,0,0,0,0,0,0
ENSMUST00000038694,0.02011,0.014181,0,0,0,0.046584,0,0,0.028997
ENSMUST00000173101,0,0,0,0,0,0,0,0,0
ENSMUST00000226233,0,0,0,0,0,0,0,0,0
ENSMUST00000227987,0.078275,0.040198,0.032145,0.056864,0.057925,0.019813,0.127715,0.031367,0.021344
ENSMUST00000174055,0,0,0,0,0,0,0,0,0
ENSMUST00000228331,0.013735,0.05678,0.015192,0.027011,0.051655,0.081334,0.023179,0.015852,0.087103
ENSMUST00000167551,0,0,0,0,0,0,0,0,0
ENSMUST00000173029,0,0,0,0,0,0,0,0,0
ENSMUST00000207142,0,0,0,0,0,0,0,0,0
ENSMUST00000208876,0,0,0,0.285613,0,0,0.094483,0,0
ENSMUST00000228383,0.044234,0.08823,0.010938,0.032533,0.147251,0.081757,0.047603,0.055625,0.048626
ENSMUST00000166141,0,0,0,0,0,0,0,0,0
ENSMUST00000226319,0,0,0,0,0,0,0,0,0
ENSMUST00000226767,0,0,0,0,0,0,0,0,0
ENSMUST00000227129,0,0,0,0,0,0,0,0,0
ENSMUST00000227661,0,0,0,0,0,0,0,0,0
ENSMUST00000228280,0,0,0,0,0,0,0,0,0
ENSMUST00000228793,0,0,0,0,0,0,0,0,0
ENSMUST00000171073,0,0,0,0,0,0,0,0,0
ENSMUST00000073967,0,0,0,0,0,0,0,0,0
ENSMUST00000207027,0,0,0,0,0,0,0,0,0
ENSMUST00000226450,0,0,0,0,0,0,0,0,0
ENSMUST00000226489,0,0,0,0,0,0,0,0,0
ENSMUST00000226640,0,0,0,0,0,0,0,0,0
ENSMUST00000227993,0,0,0,0,0,0,0,0,0
ENSMUST00000078593,0,0,0,0,0,0,0,0,0
ENSMUST00000049819,0,0,0,0,0,0,0,0,0
ENSMUST00000086013,177.252872,207.804083,200.614445,197.127044,194.786347,153.995707,174.677222,197.904696,114.814707
ENSMUST00000173816,0.294773,0.16423,0.056779,0.083305,0.031928,0.107022,0.037033,0,0.173387
ENSMUST00000208115,0,0,0,0,0,0,0,0,0
ENSMUST00000227637,0,0,0,0,0,0,0,0,0
ENSMUST00000228399,0,0,0,0,0,0,0,0,0
ENSMUST00000228842,0,0,0,0,0,0.108828,0,0,0
ENSMUST00000226843,0,0,0,0,0,0,0,0,0
ENSMUST00000226978,0.140531,0.150032,0.051943,0.08918,0.281533,0,0.21317,0.091212,0.280948
ENSMUST00000228531,0,0,0,0,0,0,0,0,0
ENSMUST00000228607,0,0,0,0,0,0,0,0,0
ENSMUST00000181796,0,0,0,0,0,0,0,0,0
ENSMUST00000173571,0,0,0,0,0,0,0,0,0
ENSMUST00000205855,0,0,0,0,0,0,0,0,0
ENSMUST00000086012,0,0,0,0,0,0,0,0,0
ENSMUST00000181079,0,0,0,0,0,0,0,0,0
ENSMUST00000207254,0,0,0,0,0,0,0,0,0
ENSMUST00000207002,0,1.920516,1.937668,2.743983,3.166707,1.99289,0,0.187085,2.563311
ENSMUST00000068975,4.42935,3.16668,1.517085,1.206662,2.04353,3.791312,5.571331,4.04566,1.652866
ENSMUST00000206184,0.72624,0.294997,0,0.357708,0.764318,0.225862,0,0.1783,0.947487
ENSMUST00000203854,0,0,0,0,0,0,0,0,0
ENSMUST00000206482,0,0.428777,0.232217,0,0.280664,0.426443,0.45104,0.510869,0.733314
ENSMUST00000120006,0,0.223102,0.111136,0.085361,0,0.125197,0,0.06579,0.259472
ENSMUST00000005413,0.104608,0,0.113307,0,0.216605,0,0.262863,0,0.169656
ENSMUST00000206878,0.076771,0.060948,0.285642,0.05152,0.018132,0.125276,0.211972,0,0.366375
ENSMUST00000136923,0.515761,0,0,0.434124,0,0.269979,0,0,0.016535
ENSMUST00000215113,0.244718,0,0.223404,0,0,0.076845,0.28288,0.222333,0.11833
ENSMUST00000205834,0.178312,0.144606,0.078853,0.037974,0.05888,0.182017,0.266863,0.113721,0.060858
ENSMUST00000205736,0.180775,0.285661,0.356743,0,0,0.366092,0.033173,0.31117,0
ENSMUST00000205680,0.773166,0.328138,0.339716,0.045345,0.12141,0.466068,0.588532,0.501842,1.700775
ENSMUST00000205740,0.339154,0,0,0,0,0,0,0,0
ENSMUST00000206809,0.518063,0,0,1.203407,0.237208,0,0.737245,0.265321,0.445626
ENSMUST00000056549,1.023509,1.072167,0.436224,0.314274,1.057254,0.971222,1.050386,0.1836,0.585427
ENSMUST00000205309,0,0,0,0,0,0,0,0,0
ENSMUST00000206547,0.11322,0.159772,0.019105,0,0,0.128431,0.013588,0.117931,0.103474
ENSMUST00000086010,0.09036,0,0.068681,0.066952,0.017508,0.122511,0.071653,0.099815,0.10927
ENSMUST00000086006,0.573335,0.724788,0.259666,0.56384,0.543643,0.507467,0.879761,0.576544,0.364511
ENSMUST00000056683,1.083828,0.84167,0.394636,0.296161,1.007185,1.346553,1.131967,2.023144,0.566413
ENSMUST00000073833,0.162231,0.144261,0,0,0,0.105791,0,0.246456,0.20987
ENSMUST00000160563,0,0,0,0,0,1.696262,0,0,0.958932
ENSMUST00000148050,0.175808,0.411509,0.020137,0.153929,0.04875,0.062634,0.078445,0.099479,0.245535
ENSMUST00000142218,0,0,0,0,0,0,0,0,0
ENSMUST00000205272,0,0.079228,0,0,0,0,0,0,0
ENSMUST00000206362,0.700285,0.287318,0.1287,0.335845,0.348365,0.152022,0.509608,0.632913,0.549845
ENSMUST00000206960,0,0,0,0.109737,0,0.590593,0,0,0.297009
ENSMUST00000037448,0,0.245445,0,0,0,0,0,0.182355,0
ENSMUST00000206777,0,0.120033,0,0.112095,0.130588,0,0,0,0
ENSMUST00000205982,0.587588,0,0.175995,0,0,0.421472,0.174214,0.591118,0.416961
ENSMUST00000072713,0,0,0,0.234446,0.320454,0,0.212944,0,0
ENSMUST00000108438,0.434631,0.118619,0,0,0.155933,0,0.22678,0.124544,0.157504
ENSMUST00000155851,0,1.333669,0,0,0,0,20.927947,0,0
ENSMUST00000032696,0.349639,0.695046,0.515342,0.355805,0.281009,0.555183,0.664215,1.5139,0.867111
ENSMUST00000077780,0,0,0.176713,0.057947,0,0.555221,0.031984,0.224221,0
ENSMUST00000165241,2.525153,2.768808,1.843316,2.120589,4.098208,3.206891,3.250431,2.219526,1.686154
ENSMUST00000138924,0,0,0,0,0,0,0,0,0
ENSMUST00000145131,0.149442,0.706503,0.322249,0,0.601368,0,0.371059,0.856918,2.063495
ENSMUST00000137342,0.236392,0.295698,0.443758,0,1.037661,0.523468,1.57123,0.030263,0.286949
ENSMUST00000138619,0,0,0,0.880806,0,4.191135,1.694774,0,0
ENSMUST00000139811,0.583651,0.525244,0.440057,0.056104,0.528845,0.942588,1.147325,0.020554,0.289614
ENSMUST00000128421,0,0,0,0,0,0,0,0,0
ENSMUST00000206535,0.062853,0.09827,0.007296,0,0,0.057186,0.070663,0,0.011377
ENSMUST00000108436,0.330747,0,0,0,0,0,0.694793,0,0
ENSMUST00000032673,0.058511,0.675615,0.632832,0.302488,0.198842,0.738842,0,0.440467,0.796196
ENSMUST00000146817,0.340534,0,0.426637,0.567874,0.703254,0,1.059678,0,0
ENSMUST00000137781,0.267629,0.548734,0,0.29332,0.02332,0.559455,1.202541,0.346353,0.31543
ENSMUST00000126580,0.679614,0,0.34127,0,0,0,0,0,0.609326
ENSMUST00000154309,0,0.305367,0,0,0.46777,0.041447,0,0,0
ENSMUST00000206811,0,0,0,0,0,0,0.224854,0,0
ENSMUST00000120368,0,0,0,0,0,0,0,0,0
ENSMUST00000069562,0.022203,0,0.141375,0,0,0,0.132276,0.182602,0
ENSMUST00000032683,0.037049,0.09691,0.005716,0.026906,0.023937,0.032813,0.22305,0.112046,0.008808
ENSMUST00000205428,6.680112,6.397979,5.901452,7.487376,7.235557,7.993748,9.52169,9.586675,4.817718
ENSMUST00000171904,0.5624,1.865169,1.043396,2.21331,0.967366,2.220182,1.411151,2.680612,0.032079
ENSMUST00000205626,0,0,0,0,0,0,0,0,0
ENSMUST00000205881,0.767507,2.350234,2.788044,2.858202,3.408746,2.065555,3.26973,0.508279,0.060508
ENSMUST00000206910,0.136331,0.301296,0.509055,0.48796,0.528498,0.802062,0.767972,0.11428,0.115359
ENSMUST00000146381,0.217522,0.641175,0.765907,0.191051,1.063053,0.571706,0.425024,0.583817,0.02276
ENSMUST00000002280,4.550943,4.743676,3.264097,4.177353,4.772532,5.045481,6.430092,5.543031,3.151476
ENSMUST00000139481,0.141986,0.60094,0,0,0,0.180843,0.432841,0,1.885578
ENSMUST00000108434,0,0,0,0,0.129008,0,0,0,0
ENSMUST00000148288,0.737775,1.417743,0.713646,0.419347,1.319142,3.18832,1.885796,0,0.627621
ENSMUST00000123188,0,1.894851,2.698718,7.012947,7.615995,7.860228,8.409309,4.613929,0
ENSMUST00000146686,1.146762,0.832906,2.042217,1.457753,2.491511,2.140098,1.35204,0.952794,0.100485
ENSMUST00000080594,0.015736,0,0.049525,0,0,0.049727,0.070295,0.005927,0.009613
ENSMUST00000205776,0,0,0,0.069063,0,0,0,0,0
ENSMUST00000205385,0,0,0,0,0,0,0,0,0
ENSMUST00000206737,0,0,0,0,0,0.112751,0,0,0
ENSMUST00000206992,0,0,0,0,0,0,0,0,0
ENSMUST00000205629,0,0,0,0,0,0,0,0,0
ENSMUST00000002284,0,0.075094,1.742764,0,0.014918,0.861314,0.156801,0,0.099612
ENSMUST00000206693,0,0,1.558677,0,0,0,0,0,0
ENSMUST00000205877,0,0,0.705788,0,0.494037,0.236941,0.043165,0,0
ENSMUST00000206935,0.230807,0,0.101433,0,0,0.295075,0,0,0
ENSMUST00000206514,0.110383,0,0,0.138414,0,0,0,0.046764,0
ENSMUST00000206636,0,0.095155,0,0,0,0.338759,0,0,0.006255
ENSMUST00000068023,3.34728,2.937073,1.174246,1.42108,0.931,1.635008,1.456709,1.30005,7.622738
ENSMUST00000205820,0.371779,2.764169,0.588435,2.225019,2.40136,1.338332,0.325128,1.626249,5.58093
ENSMUST00000176880,0.329675,0,0.597435,0,0.333416,0,0,0,0.552649
ENSMUST00000071361,0.371988,0.321239,0,0.148343,0,0.377654,0.125243,0,0.380255
ENSMUST00000177228,0,0,0.478243,0,0,0,0,0.136383,0
ENSMUST00000177205,0,0,0.190394,0,0.243034,0.244834,0.569954,0.805407,0
ENSMUST00000049020,1.652561,1.494211,1.090334,0.96548,1.398487,1.932522,1.811119,1.599623,2.710422
ENSMUST00000011776,0.024476,0,0,0,0,0,0,0,0
ENSMUST00000205573,0,0,0,0,0,0,0,0,0
ENSMUST00000063249,3.345005,5.232624,2.593418,3.753536,4.305653,4.648304,6.455542,5.00353,2.473072
ENSMUST00000205561,0.015247,0,0.19148,0.145869,0,0.023002,0.240708,0,0.007184
ENSMUST00000206889,0,0.826931,0,0,0.583633,0,0.175681,0,0
ENSMUST00000206620,0,0.110293,0,0,0,0.068217,0.196214,0,0
ENSMUST00000206067,0,0,0,0.481734,0.67005,1.178929,1.298263,0,0
ENSMUST00000205564,0.73657,0,0,0,0.057557,0.700374,0.314313,0,0.033468
ENSMUST00000206538,0.102492,0,0.794458,0,0.498391,0.505239,1.630443,0.499144,0.484204
ENSMUST00000205804,0,0.378438,0.03095,0.511913,0.50883,0.344899,1.052331,0,0.643957
ENSMUST00000206429,0.117243,0.258879,0.218078,0,0,0.690229,0.940539,0.094341,0
ENSMUST00000206153,5.504157,4.512113,8.748305,3.646568,5.369343,3.835868,8.025342,7.843789,2.628455
ENSMUST00000205575,0.170614,0.272652,0,0.260605,0.104917,0.068874,0.330737,0.0236,0
ENSMUST00000205453,0,3.111013,0,0,2.863797,2.231334,0,2.291026,1.512201
ENSMUST00000094705,0.136533,0.234389,0.041455,0.098388,0.039407,0.145245,0.108133,0.11434,0.277022
ENSMUST00000077191,1.916953,2.451861,2.649893,2.084412,2.217499,2.239218,2.691436,2.089859,1.089314
ENSMUST00000206422,0.20533,0,0.017557,0,0.103383,0.449881,0,0,0
ENSMUST00000073325,1.543506,1.727637,0.751866,1.264472,2.079621,1.835377,1.587151,1.753733,0.644133
ENSMUST00000205857,0,0,0.330769,0,0,0.366924,1.167673,0,0
ENSMUST00000205330,0,0,0,0,0.287482,0,0,0,0
ENSMUST00000180699,0,0,0.110796,0,0,0.091481,0,0,0.279814
ENSMUST00000080718,0,0,0.021599,0,0,0,0,0,0
ENSMUST00000206756,0.058465,0.019571,0,0.042945,0,0,0.018353,0.192117,0
ENSMUST00000206367,0,0,0,0,0,0,0,0,0
ENSMUST00000078001,0,0,0,0,0,0,0,0,0
ENSMUST00000205488,0,0,0,0,0,0,0,0,0
ENSMUST00000206390,0,0,0,0,0,0,0,0,0
ENSMUST00000206192,0,0,0,0,0,0,0,0,0
ENSMUST00000207006,0,0,0,0,0,0,0,0,0
ENSMUST00000206826,0,0,0,0,0,0,0,0,0
ENSMUST00000051714,0,0,0,0,0,0,0,0,0
ENSMUST00000205376,0,0,0,0,0,0,0,0,0
ENSMUST00000081657,0,0,0,0,0,0,0,0,0
ENSMUST00000206243,0,0,0,0,0,0,0,0,0
ENSMUST00000206419,0,0,0,0,0,0,0,0,0
ENSMUST00000063956,0,0.017761,0.031595,0.064466,0.042418,0.224165,0.215064,0.009219,0.004588
ENSMUST00000206160,0,0,0,0,0,0,0.184313,0,0
ENSMUST00000038069,0,0,0,0,0,0,0,0,0
ENSMUST00000206847,0,0,0,0,0,0,0.076436,0,0
ENSMUST00000206850,0,0,0,0,0,0,0,0,0
ENSMUST00000206380,0,0,0,0,0,0,0,0,0
ENSMUST00000164057,0,0,0,0,0,0,0,0,0
ENSMUST00000135286,0,0,0.02154,0,0,0.040445,0,0,0
ENSMUST00000150149,0,0,0,0,0,0,0,0,0
ENSMUST00000155799,0,0,0,0,0,0,0,0,0
ENSMUST00000205486,0,0,0.087302,0,0,0.274001,0,0,0.690645
ENSMUST00000170837,2.010885,1.482963,4.045374,6.950613,3.29587,2.186308,2.604912,3.288207,0.14363
ENSMUST00000079306,0,0,0,0,0,0,0,0,0
ENSMUST00000122995,0,0,0,0,0,0,0,0,0
ENSMUST00000011493,0,0,0,0,0,0,0,0,0
ENSMUST00000108430,0.878251,0.510633,0.611063,0.332961,0.725854,0.125269,0.820763,0.958568,1.155969
ENSMUST00000129847,76.932202,89.939867,99.597568,66.188271,73.699323,55.593773,54.088973,83.502338,73.933995
ENSMUST00000138662,0.408608,0.626144,0.395441,0.385968,0.51784,1.31963,1.684999,0.209143,0.313457
ENSMUST00000108428,0.360769,0.131306,0.348388,0.615498,0.811193,1.420813,1.158198,0.023652,0.06955
ENSMUST00000153451,1.271231,0.290534,1.283593,0.302644,0.589443,0.050122,0.722486,0.716449,0.483278
ENSMUST00000108429,1.044886,1.760938,0.067976,1.394471,0.103595,0.84449,1.923699,1.247443,2.32937
